personId,firstName,familyName,speed,distance,full_name
203089,John,Henson,3.99,0.38,John Henson
203996,Damien,Inglis,4.1,0.24,Damien Inglis
203487,Michael,Carter-Williams,0.0,0.0,Michael Carter-Williams
200752,Rudy,Gay,4.15,2.46,Rudy Gay
1626161,Willie,Cauley-Stein,4.54,2.4,Willie Cauley-Stein
202326,DeMarcus,Cousins,3.54,2.13,DeMarcus Cousins
201954,Darren,Collison,4.21,2.88,Darren Collison
200765,Rajon,Rondo,4.05,2.48,Rajon Rondo
201956,Omri,Casspi,4.51,1.52,Omri Casspi
203552,Seth,Curry,4.43,0.45,Seth Curry
203112,Quincy,Acy,4.76,0.43,Quincy Acy
201585,Kosta,Koufos,4.42,0.87,Kosta Koufos
201158,Marco,Belinelli,4.37,1.09,Marco Belinelli
202341,James,Anderson,0.0,0.0,James Anderson
2406,Caron,Butler,0.0,0.0,Caron Butler
203463,Ben,McLemore,0.0,0.0,Ben McLemore
1897,Metta,World Peace,4.52,1.44,Metta World Peace
203944,Julius,Randle,4.13,2.12,Julius Randle
201579,Roy,Hibbert,4.23,0.96,Roy Hibbert
203903,Jordan,Clarkson,4.49,1.97,Jordan Clarkson
1626156,D'Angelo,Russell,4.57,1.92,D'Angelo Russell
204028,Tarik,Black,4.42,0.9,Tarik Black
1626273,Marcelo,Huertas,4.74,1.57,Marcelo Huertas
101150,Lou,Williams,4.0,1.62,Lou Williams
1626204,Larry,Nance Jr.,4.5,1.88,Larry Nance Jr.
203527,Ryan,Kelly,4.28,1.49,Ryan Kelly
203135,Robert,Sacre,4.06,1.5,Robert Sacre
101138,Brandon,Bass,0.0,0.0,Brandon Bass
201156,Nick,Young,0.0,0.0,Nick Young
203960,JaKarr,Sampson,4.05,0.58,JaKarr Sampson
202702,Kenneth,Faried,3.85,0.95,Kenneth Faried
203999,Nikola,Jokić,4.19,1.77,Nikola Jokić
203914,Gary,Harris,4.37,2.62,Gary Harris
1626144,Emmanuel,Mudiay,4.45,2.02,Emmanuel Mudiay
203530,Joffrey,Lauvergne,4.24,1.6,Joffrey Lauvergne
1626253,Axel,Toupane,4.79,0.95,Axel Toupane
201589,Darrell,Arthur,4.17,1.92,Darrell Arthur
201571,D.J.,Augustin,3.98,2.18,D.J. Augustin
203115,Will,Barton,4.53,2.44,Will Barton
2034,Mike,Miller,0.0,0.0,Mike Miller
2749,Jameer,Nelson,0.0,0.0,Jameer Nelson
203994,Jusuf,Nurkić,0.0,0.0,Jusuf Nurkić
203095,Evan,Fournier,4.47,3.15,Evan Fournier
203932,Aaron,Gordon,4.45,1.98,Aaron Gordon
203473,Dewayne,Dedmon,4.06,1.35,Dewayne Dedmon
203506,Victor,Oladipo,4.44,2.92,Victor Oladipo
201943,Brandon,Jennings,4.4,1.98,Brandon Jennings
201160,Jason,Smith,4.38,2.04,Jason Smith
101141,Ersan,Ilyasova,4.26,1.51,Ersan Ilyasova
201228,C.J.,Watson,4.47,1.56,C.J. Watson
1626209,Mario,Hezonja,4.67,1.1,Mario Hezonja
203906,Devyn,Marble,0.0,0.0,Devyn Marble
203894,Shabazz,Napier,0.0,0.0,Shabazz Napier
203094,Andrew,Nicholson,0.0,0.0,Andrew Nicholson
203901,Elfrid,Payton,0.0,0.0,Elfrid Payton
201601,Luc,Mbah a Moute,4.02,1.52,Luc Mbah a Moute
201145,Jeff,Green,4.14,2.17,Jeff Green
201599,DeAndre,Jordan,3.78,2.3,DeAndre Jordan
200755,JJ,Redick,4.32,2.11,JJ Redick
101108,Chris,Paul,3.79,2.08,Chris Paul
2037,Jamal,Crawford,3.86,1.43,Jamal Crawford
202325,Wesley,Johnson,4.13,1.43,Wesley Johnson
203085,Austin,Rivers,4.16,1.2,Austin Rivers
203143,Pablo,Prigioni,4.46,0.94,Pablo Prigioni
202332,Cole,Aldrich,4.11,0.93,Cole Aldrich
